DIPP-MOTION XYGraphData,,,,,,,,
Info,,,,,,,,
[ポイント_X_座標値] - [ポイント_Y_座標値],,,,,,,,
横軸単位,mm,,,,,,,
縦軸単位,mm,,,,,,,
系列名,[1]P 1,[2]P 2,[3]P 3,[4]P 4,,,,
色,255,65280,16711680,65535,,,,
時間,P 1(X),P 1(Y),P 2(X),P 2(Y),P 3(X),P 3(Y),P 4(X),P 4(Y)
0.804,5.68E-13,9.66E-13,-30.27117062,-228.0816036,-97.57172891,-340.1677799,-49.4396747,-344.2156497
0.805,2.27E-12,-1.88E-12,-29.76497291,-228.2942886,-97.12221459,-340.4201132,-48.8396448,-344.4342588
0.806,-1.06E-11,-7.39E-13,-29.22950429,-228.5468374,-96.6437612,-340.7188535,-48.22181736,-344.6997162
0.807,4.66E-12,1.85E-12,-28.74398358,-228.7601244,-96.21590284,-340.9838293,-47.67266215,-344.9314715
0.808,-5.57E-12,-1.68E-12,-28.25447519,-228.9736697,-95.7850192,-341.253515,-47.14549451,-345.1676205
0.809,-4.66E-12,-1.34E-12,-27.70892108,-229.2418897,-95.30105234,-341.5827656,-46.59524328,-345.4621561
0.81,9.78E-12,-1.59E-12,-27.32967009,-229.4474573,-94.98117215,-341.8507299,-46.23771757,-345.6943165
0.811,-1.58E-11,1.59E-12,-26.81038891,-229.7162158,-94.51527521,-342.1809397,-45.75997109,-345.9869205
0.812,-7.05E-12,6.25E-13,-26.41965457,-229.9689684,-94.16816845,-342.4918875,-45.42396787,-346.2577467
0.813,-3.30E-12,-1.85E-12,-25.92428316,-230.2835583,-93.70201454,-342.8582148,-44.98902771,-346.5807234
0.814,2.39E-12,2.33E-12,-25.4858249,-230.5141091,-93.27707403,-343.1365285,-44.61256831,-346.8117439
0.815,6.25E-12,-8.81E-13,-25.00338008,-230.7948762,-92.79015906,-343.4624239,-44.1885589,-347.0856902
0.816,3.87E-12,5.12E-13,-24.50257464,-231.0465832,-92.26460734,-343.7579645,-43.73749434,-347.3239119
0.817,1.08E-11,-1.02E-12,-24.08338775,-231.2986369,-91.79810986,-344.0538966,-43.35422272,-347.5564423
0.818,-2.39E-12,-5.20E-12,-23.57188378,-231.6082963,-91.21444277,-344.4088193,-42.85967735,-347.8411666
0.819,5.68E-13,5.34E-12,-23.10583032,-231.8194336,-90.64908548,-344.6679443,-42.38649472,-348.0225833
0.82,7.50E-12,-3.92E-12,-22.64075373,-232.0614624,-90.05527615,-344.9620253,-41.88507015,-348.2307324
0.821,1.57E-11,5.12E-13,-22.12608856,-232.3219743,-89.38173852,-345.2818305,-41.29905873,-348.4570028
0.822,3.41E-12,-2.27E-13,-21.63270811,-232.5559847,-88.70242644,-345.5823805,-40.703363,-348.6568427
0.823,2.50E-12,4.49E-12,-21.23530313,-232.7446295,-88.09662365,-345.8462778,-40.17603756,-348.8148914
0.824,3.41E-13,-3.52E-12,-20.79332843,-232.9209666,-87.428378,-346.1080473,-39.5799011,-348.9677107
0.825,3.30E-12,1.05E-12,-20.34376605,-233.0995102,-86.73926455,-346.3836699,-38.95529949,-349.1333181
0.826,-1.05E-11,-1.59E-12,-19.89009276,-233.2603793,-86.03790801,-346.6505906,-38.30962829,-349.2911956
0.827,-7.28E-12,1.17E-12,-19.41583633,-233.386285,-85.31045898,-346.8924456,-37.62780895,-349.4270161
0.828,2.27E-12,4.26E-13,-18.95418558,-233.4796309,-84.59272217,-347.1092662,-36.94441702,-349.5428479
0.829,-7.73E-12,-7.67E-13,-18.53468675,-233.5638546,-83.91685976,-347.3221178,-36.29038549,-349.661793
0.83,-1.31E-11,-3.07E-12,-18.10510633,-233.6179236,-83.23325413,-347.5075953,-35.6148676,-349.7624833
0.831,7.96E-13,9.66E-13,-17.63093406,-233.654228,-82.5101109,-347.6778319,-34.88473983,-349.8569736
0.832,-1.18E-11,1.53E-12,-17.19971103,-233.6750335,-81.82991119,-347.8333285,-34.18892999,-349.9471939
0.833,-6.48E-12,1.96E-12,-16.80150872,-233.6806616,-81.17791819,-347.9745841,-33.51889634,-350.0331305
0.834,-8.07E-12,-1.99E-13,-16.33275769,-233.6596066,-80.44575415,-348.0902704,-32.77245616,-350.102942
0.835,-6.25E-12,-1.39E-12,-15.95037553,-233.6344432,-79.78552837,-348.2031395,-32.10838253,-350.1805064
0.836,2.39E-12,2.22E-12,-15.59042644,-233.614323,-79.12849673,-348.3225202,-31.45838706,-350.2720097
0.837,-9.09E-13,1.02E-12,-15.24379738,-233.5990466,-78.46028122,-348.4479794,-30.80970239,-350.3754257
0.838,-1.93E-12,-1.53E-12,-14.90473473,-233.5694666,-77.77486668,-348.5598467,-30.15792402,-350.4694917
0.839,2.05E-12,3.87E-12,-14.59395167,-233.509649,-77.09223409,-348.640718,-29.5246436,-350.5352109
0.84,-1.01E-11,7.96E-13,-14.32629462,-233.4636613,-76.42649764,-348.7331906,-28.92558598,-350.613588
0.841,-3.41E-13,4.55E-13,-14.01050432,-233.4389894,-75.68566588,-348.8432807,-28.27037036,-350.7090464
0.842,1.39E-11,1.65E-12,-13.82863572,-233.3643809,-75.05211522,-348.8996645,-27.74193016,-350.7472707
0.843,-3.18E-12,3.95E-12,-13.49180014,-233.3127415,-74.23983104,-348.970832,-27.05225513,-350.7981041
0.844,2.50E-12,4.83E-13,-13.17142765,-233.3197179,-73.42417906,-349.0892841,-26.3736538,-350.8941304
0.845,-4.55E-12,-1.82E-12,-12.8625534,-233.2913811,-72.60413011,-349.1579457,-25.70203979,-350.9383579
0.846,-1.94E-11,4.83E-13,-12.55039185,-233.3068812,-71.7688343,-349.2528214,-25.02350599,-351.0068741
0.847,-6.82E-13,-2.44E-12,-12.19817106,-233.3559827,-70.88545538,-349.3605295,-24.30215893,-351.0863806
0.848,-1.01E-11,-5.97E-13,-11.88935328,-233.355505,-70.04129643,-349.3934854,-23.62021862,-351.0900509
0.849,6.37E-12,2.59E-12,-11.53896735,-233.4472955,-69.14898605,-349.5015953,-22.89287793,-351.1672574
0.85,4.89E-12,1.99E-13,-11.24927101,-233.4641799,-68.30811073,-349.5248953,-22.2200885,-351.1583247
0.851,-1.43E-11,-8.81E-13,-10.90003147,-233.5439672,-67.39576646,-349.6084049,-21.47931147,-351.2085613
0.852,-1.85E-11,1.96E-12,-10.59058393,-233.5649131,-66.50861716,-349.63759,-20.7675759,-351.2037219
0.853,6.48E-12,-2.07E-12,-10.24761764,-233.6161611,-65.57068086,-349.7088045,-20.00926499,-351.2404494
0.854,1.56E-11,-1.59E-12,-10.01066117,-233.6302954,-64.71881489,-349.761843,-19.34160119,-351.2588272
0.855,1.52E-11,2.56E-13,-9.679594838,-233.6008461,-63.75022829,-349.7974459,-18.56215873,-351.2598844
0.856,-6.71E-12,-1.88E-12,-9.352551926,-233.5824491,-62.76038313,-349.8774596,-17.7667648,-351.3057563
0.857,-3.52E-12,-3.13E-13,-9.169973064,-233.4547813,-61.88928486,-349.8870107,-17.09547997,-351.2793151
0.858,1.14E-13,6.82E-13,-8.944540727,-233.3190222,-60.95349423,-349.9158547,-16.36789404,-351.2728293
0.859,1.22E-11,-4.55E-13,-8.777923174,-233.176699,-60.06149323,-349.951245,-15.69448291,-351.2733934
0.86,2.96E-12,-7.39E-13,-8.641977006,-233.0226466,-59.19195217,-349.9737426,-15.05591086,-351.2614091
0.861,-3.18E-12,1.34E-12,-8.444361921,-232.8480116,-58.25934448,-349.9602204,-14.36864521,-351.2135902
0.862,3.07E-12,-4.21E-12,-8.133424999,-232.7309463,-57.21883096,-349.9745567,-13.59022293,-351.1962105
0.863,-1.48E-12,7.67E-13,-7.811238434,-232.6816463,-56.17818578,-350.0149334,-12.82703759,-351.2042733
0.864,-4.89E-12,-1.76E-12,-7.687500382,-232.6028047,-55.3431177,-349.9935518,-12.2844935,-351.1498823
0.865,2.96E-12,-5.88E-12,-7.408425488,-232.5612038,-54.35498297,-349.988497,-11.60364246,-351.1110252
0.866,1.11E-11,3.35E-12,-7.163604436,-232.522401,-53.39851388,-349.9766299,-10.96891231,-351.0644651
0.867,2.27E-12,4.26E-12,-7.871885041,-232.2598481,-53.38769986,-349.7427054,-11.29398802,-350.7948593
0.868,-3.87E-12,-1.36E-12,-7.6003695,-232.2356972,-52.38478469,-349.7601786,-10.64080893,-350.7755654
0.869,-2.16E-12,-3.92E-12,-7.296465535,-232.1695232,-51.33135645,-349.7627715,-9.951619937,-350.7373641
0.87,-1.80E-11,1.28E-12,-6.154396227,-232.2364941,-49.41905,-349.9302761,-8.416583827,-350.8633127
0.871,-2.01E-11,2.84E-13,-6.93507401,-231.8600492,-49.41000308,-349.6814708,-8.797192535,-350.5721622
0.872,5.80E-12,2.19E-12,-6.76431889,-231.6536934,-48.43212107,-349.6219951,-8.220705664,-350.4695245
0.873,-4.55E-13,-3.24E-12,-6.568420514,-231.45077,-47.41377901,-349.577326,-7.614852455,-350.3808491
0.874,-7.96E-13,2.27E-12,-6.387812296,-231.2314443,-46.39749571,-349.5197631,-7.021505918,-350.2784081
0.875,6.71E-12,-4.26E-13,-6.185402887,-231.0242783,-45.3482652,-349.4700026,-6.405014301,-350.1828701
0.876,1.51E-11,1.85E-12,-6.010982571,-230.7978721,-44.31796314,-349.3887785,-5.816276575,-350.0559371
0.877,6.37E-12,-5.68E-13,-5.821784837,-230.6236274,-43.26590843,-349.3396268,-5.214789891,-349.9599036
0.878,8.19E-12,-2.98E-12,-5.591826828,-230.483106,-42.16816619,-349.2961516,-4.576596209,-349.8687298
0.879,2.27E-13,-1.05E-12,-5.472506919,-230.3182431,-41.17421088,-349.2045503,-4.05249955,-349.728941
0.88,-1.36E-11,-4.26E-13,-5.372586777,-230.1595599,-40.19439403,-349.0977538,-3.551100023,-349.5747393
0.881,7.84E-12,-1.17E-12,-5.196361305,-230.0473422,-39.13457337,-349.0193282,-2.976530971,-349.4500916
0.882,5.57E-12,-2.10E-12,-5.023479675,-229.956683,-38.07596089,-348.9476464,-2.408280007,-349.3337717
0.883,-1.52E-11,-3.44E-12,-4.870315532,-229.8308943,-37.03649304,-348.8293005,-1.862559217,-349.1727726
0.884,1.68E-11,2.02E-12,-4.686205901,-229.7486838,-35.96706966,-348.7462781,-1.288544068,-349.0494828
0.885,5.46E-12,-8.53E-14,-4.500333182,-229.6318135,-34.89843598,-348.6236214,-0.7152554,-348.8893453
0.886,-1.93E-12,1.71E-12,-4.283812819,-229.5480557,-33.80327024,-348.5323825,-0.1136471,-348.7638133
0.887,9.21E-12,-1.56E-12,-4.135304886,-229.4158443,-32.78184565,-348.3941116,0.417732015,-348.5948377
0.888,-1.39E-11,-1.42E-13,-3.961834172,-229.3238121,-31.74294,-348.2964936,0.971828517,-348.4705043
0.889,-6.25E-12,-2.70E-12,-3.800547483,-229.2235591,-30.72458776,-348.1912163,1.511743941,-348.3419298
0.89,-4.77E-12,-3.13E-12,-3.641278878,-229.073049,-29.71532617,-348.0329369,2.047892572,-348.1665944
0.891,-1.92E-11,-1.99E-13,-3.508941044,-228.9259621,-28.73857156,-347.8734238,2.555610067,-347.9976947
0.892,6.82E-13,-3.33E-12,-3.38678234,-228.782743,-27.77607598,-347.7112097,3.051896408,-347.8351921
0.893,-2.73E-12,-1.08E-12,-3.270454142,-228.6409158,-26.82199447,-347.5419071,3.541348561,-347.6761271
0.894,5.68E-13,-3.69E-12,-3.10064789,-228.5077112,-25.81552213,-347.3708344,4.083523431,-347.5272467
0.895,-1.21E-11,-4.69E-12,-3.0163833,-228.3360556,-24.89418234,-347.1490064,4.539649644,-347.3409939
0.896,-1.16E-11,-2.44E-12,-2.934319123,-228.1920849,-23.97313753,-346.9406471,4.99331679,-347.1830213
0.897,3.41E-12,1.19E-12,-2.740384594,-228.0485276,-22.93726203,-346.714813,5.558402553,-347.0238135
0.898,-5.34E-12,2.05E-12,-2.593828262,-227.9102139,-21.9460218,-346.477789,6.074192973,-346.871084
0.899,9.66E-12,3.41E-13,-2.440236964,-227.7766611,-20.9459364,-346.2292105,6.592856425,-346.7247948
0.9,-1.14E-13,2.10E-12,-2.335475785,-227.607651,-19.99695298,-345.9296615,7.056283041,-346.5451725
0.901,9.44E-12,-2.84E-13,-2.138827421,-227.4928705,-18.96278358,-345.6711865,7.602945337,-346.4223487
0.902,7.39E-12,-1.25E-12,-1.947040833,-227.3616635,-17.94460653,-345.3854876,8.133849566,-346.2861121
0.903,-3.52E-12,-1.62E-12,-1.823849059,-227.1911405,-17.01058424,-345.0520331,8.583017905,-346.1140181
0.904,-2.05E-12,-1.11E-12,-1.596102698,-227.0764008,-15.99199666,-344.7682799,9.121082021,-346.003417
0.905,-4.77E-12,6.57E-12,-1.408081699,-226.9340031,-15.03710528,-344.4538709,9.602476126,-345.8688802
0.906,5.80E-12,2.44E-12,-1.119355001,-226.7866219,-14.00567746,-344.1326947,10.16959861,-345.7313243
0.907,-6.25E-12,0,-1.043787099,-226.6530841,-13.21136261,-343.8253238,10.51096581,-345.6083498
0.908,9.78E-12,9.66E-13,-0.826944427,-226.5097427,-12.29951211,-343.509857,10.98339212,-345.4750837
0.909,3.41E-12,2.79E-12,-0.619893529,-226.3557753,-11.42097741,-343.1872179,11.43819182,-345.3294775
0.91,4.77E-12,1.71E-13,-0.483156817,-226.2204639,-10.63606586,-342.8884342,11.81722332,-345.1995869
0.911,1.00E-11,-3.01E-12,-0.225925537,-226.0980335,-9.753753623,-342.609477,12.31367621,-345.0784111
0.912,1.76E-11,1.90E-12,-0.056868006,-225.9432995,-8.982493948,-342.3069073,12.721263,-344.9195392
0.913,1.59E-11,2.27E-13,0.209271415,-225.8195913,-8.138177969,-342.0455422,13.2262583,-344.7848163
0.914,7.16E-12,-8.24E-13,0.367348747,-225.714013,-7.427522368,-341.8157664,13.62297316,-344.6625522
0.915,-2.61E-12,-2.84E-13,0.574867249,-225.5902507,-6.693231673,-341.5816371,14.06712218,-344.5172468
0.916,-1.25E-12,3.89E-12,0.722491394,-225.4397001,-6.043978093,-341.334546,14.44758117,-344.3411096
0.917,6.82E-12,1.42E-13,0.978828848,-225.3480785,-5.310490638,-341.1602066,14.93116914,-344.2206717
0.918,6.25E-12,-1.39E-12,1.175822656,-225.2356649,-4.660162943,-340.9788938,15.34804049,-344.0770256
0.919,-5.57E-12,2.03E-12,1.278615292,-225.0552875,-4.127189214,-340.7434318,15.66154902,-343.8638133
0.92,-3.64E-12,2.03E-12,1.510634621,-224.9332319,-3.487478266,-340.5801023,16.09333394,-343.7081343
0.921,1.10E-11,-2.17E-12,1.706445985,-224.805213,-2.905801434,-340.4246163,16.47706788,-343.5467497
0.922,-3.75E-12,3.84E-13,1.947983587,-224.6291455,-2.299561196,-340.2348844,16.89237236,-343.3397917
0.923,7.28E-12,1.56E-13,2.098654315,-224.4528588,-1.804142811,-340.0584874,17.20187774,-343.1379217
0.924,1.46E-11,2.56E-13,2.423854316,-224.3177698,-1.151486043,-339.9333486,17.67165985,-342.9821438
0.925,8.53E-12,2.94E-12,2.651591116,-224.1104096,-0.61065392,-339.7419342,18.03067129,-342.7580046
0.926,-5.91E-12,-1.28E-12,2.320712247,-223.7313623,-0.639869465,-339.380764,17.81870463,-342.3651046
0.927,-2.50E-12,-4.83E-13,3.210046828,-223.7664891,0.543011176,-339.4321149,18.81553406,-342.3883208
0.928,-1.36E-11,2.09E-12,3.4010777,-223.5496273,1.019123334,-339.2266679,19.10358745,-342.1605067
0.929,-6.14E-12,-3.84E-13,3.565599013,-223.3217463,1.460429784,-339.0031208,19.35560403,-341.9216474
0.93,1.06E-11,1.26E-12,3.948747928,-223.2126045,2.112236313,-338.8889609,19.817666,-341.8005175
0.931,3.87E-12,-1.75E-12,4.155343999,-222.9964065,2.579531104,-338.6561217,20.09553797,-341.5703376
0.932,2.05E-12,7.67E-13,4.458983753,-222.8198858,3.135687488,-338.4506474,20.4633697,-341.3784391
0.933,-1.26E-11,-4.23E-12,4.853198672,-222.729236,3.774988822,-338.3198073,20.91622098,-341.2733786
0.934,-1.19E-11,-3.40E-12,4.939647433,-222.4970244,4.099850575,-338.0384427,21.0572837,-341.0312846
0.935,-6.25E-12,-1.65E-12,5.199422533,-222.3392957,4.592122031,-337.8248722,21.36918358,-340.871763
0.936,1.59E-12,-2.73E-12,5.532680726,-222.2138727,5.152716735,-337.6391924,21.75424206,-340.7566387
0.937,-3.87E-12,3.79E-12,5.786525253,-222.0164333,5.629494716,-337.3793555,22.06008538,-340.5809262
0.938,-5.00E-12,1.12E-12,5.975317661,-221.8785769,6.037574314,-337.1792344,22.3023725,-340.4765774
0.939,5.46E-12,2.70E-13,6.141036266,-221.6969419,6.419690631,-336.9377418,22.52437913,-340.3405834
0.94,-1.49E-11,3.03E-12,6.411736998,-221.5340506,6.904656389,-336.7196736,22.85545862,-340.2358188
0.941,-1.25E-11,1.44E-12,6.682290662,-221.366557,7.388805079,-336.5044901,23.19177917,-340.1392905
0.942,1.82E-12,1.80E-12,6.888019343,-221.1527489,7.806892933,-336.2516908,23.46861755,-340.0096383
0.943,1.22E-11,3.55E-13,7.113875473,-221.0133442,8.243044788,-336.08145,23.76991474,-339.9649256
0.944,9.09E-13,3.65E-12,7.231992898,-220.7794869,8.567182849,-335.8242903,23.96540912,-339.8335646
0.945,9.21E-12,1.45E-12,7.493517561,-220.6058113,9.028241413,-335.634225,24.30385116,-339.7674577
0.946,3.52E-12,1.66E-12,7.691014478,-220.399724,9.416573855,-335.4180393,24.57541039,-339.6712796
0.947,5.00E-12,7.11E-14,7.866678982,-220.1838755,9.772163864,-335.1977628,24.81988668,-339.5649491
0.948,-7.39E-12,3.88E-12,8.103854648,-219.9834909,10.17614337,-334.9979995,25.11822811,-339.4709594
0.949,-8.64E-12,-2.56E-13,7.993683631,-219.6571666,10.21744289,-334.6767243,25.05918137,-339.2451751
0.95,-7.50E-12,5.19E-12,8.097208464,-219.4269679,10.45489331,-334.4553817,25.20139352,-339.1069297
0.951,1.36E-12,4.21E-12,8.22557188,-219.179008,10.69827467,-334.2195687,25.35446075,-338.9397096
0.952,-1.14E-13,1.88E-12,8.370245469,-218.9387396,10.9409346,-333.9946946,25.51154687,-338.7668135
0.953,-1.14E-13,3.20E-12,8.980661813,-218.9017453,11.63512453,-333.9760771,26.12603014,-338.7812155
0.954,9.21E-12,1.71E-13,9.440587808,-218.7994382,12.17055531,-333.8929063,26.58288822,-338.7152538
0.955,-2.91E-11,3.78E-12,9.738705547,-218.6148333,12.53535778,-333.7286378,26.87339275,-338.5529078
0.956,-7.73E-12,1.80E-12,10.08901764,-218.4863314,12.94659092,-333.6202428,27.2141359,-338.4335431
0.957,4.32E-12,1.28E-12,10.34979389,-218.3396395,13.26558089,-333.4919986,27.46597702,-338.2838314
0.958,1.00E-11,8.67E-13,10.64279223,-218.1821345,13.617142,-333.3498523,27.7532636,-338.1121143
0.959,7.96E-13,-1.65E-12,11.0054346,-218.0750338,14.04175253,-333.2535919,28.11600713,-337.980574
0.96,5.68E-13,1.73E-12,11.26013537,-217.9381829,14.36413986,-333.1235421,28.37846815,-337.8119295
0.961,7.96E-13,-1.45E-12,11.42376356,-217.7985852,14.60172519,-332.9853206,28.55760108,-337.6341931
0.962,2.05E-12,1.79E-12,11.74881707,-217.6883668,15.00695232,-332.8714331,28.90538288,-337.4822648
0.963,-9.09E-12,-4.33E-12,12.06431536,-217.5975206,15.40878659,-332.772252,29.25031211,-337.3489113
0.964,-3.75E-12,-6.96E-13,12.18777261,-217.4598523,15.62468808,-332.6219626,29.40938201,-337.1707123
0.965,-5.91E-12,1.36E-12,12.39804774,-217.3771854,15.93346159,-332.5227682,29.66165405,-337.0512779
0.966,1.02E-12,-1.14E-13,12.6752121,-217.276699,16.31512437,-332.4022275,29.98616183,-336.9185644
0.967,-4.55E-12,2.53E-12,12.76812015,-217.1488933,16.52006894,-332.2499987,30.13172777,-336.7632826
0.968,4.55E-12,-8.81E-13,12.92173491,-217.0555987,16.7910287,-332.1298987,30.34328289,-336.6474735
0.969,-1.19E-11,-1.82E-12,13.17181908,-216.9842427,17.16323681,-332.0303583,30.65655784,-336.5587755
0.97,-3.41E-13,1.99E-12,13.31067166,-216.8711514,17.42846277,-331.8887073,30.8638196,-336.4337252
0.971,1.66E-11,2.22E-12,13.38968169,-216.7471909,17.63661291,-331.7371945,31.01547202,-336.3037788
0.972,-1.82E-12,-4.83E-12,13.61731754,-216.680319,17.99671971,-331.6439075,31.32104504,-336.2362308
0.973,-1.25E-12,1.88E-12,13.75353672,-216.573014,18.26827909,-331.5116838,31.54053212,-336.1331259
0.974,1.19E-11,-2.17E-12,13.94044296,-216.5005561,18.59293324,-331.4161624,31.81607289,-336.0693103
0.975,1.83E-11,1.01E-12,14.08940847,-216.371766,18.88159278,-331.2665231,32.05907552,-335.953171
0.976,1.06E-11,1.78E-12,14.22437958,-216.2613433,19.15774249,-331.1378246,32.29452372,-335.8566891
0.977,-1.08E-11,-2.98E-13,14.36268692,-216.1606897,19.43825142,-331.0218278,32.53749731,-335.7738601
0.978,9.44E-12,2.06E-12,14.52227399,-216.064525,19.74060149,-330.9136112,32.80467314,-335.6997264
0.979,2.16E-12,3.89E-12,14.69945278,-215.9763331,20.06064314,-330.8170182,33.09109655,-335.6380953
0.98,-1.15E-11,-1.79E-12,14.38220857,-215.7214556,19.88590008,-330.5577491,32.88348619,-335.4146311
0.981,1.13E-11,-5.12E-13,14.87905586,-215.6925186,20.52474032,-330.5298316,33.48940498,-335.4233256
0.982,2.16E-12,-2.20E-12,15.07421709,-215.5875354,20.86115283,-330.4293969,33.79203682,-335.3602738
0.983,-1.00E-11,-2.96E-12,15.22446944,-215.4639188,21.1521794,-330.312831,34.04761842,-335.2818257
0.984,-1.48E-12,2.70E-12,14.84868769,-215.2204786,20.91695942,-330.0779171,33.77448409,-335.0857286
0.985,1.51E-11,4.79E-12,15.4327139,-215.2090664,21.64159956,-330.0754804,34.45793542,-335.1227715
0.986,1.46E-11,-3.64E-12,15.64055894,-215.0865032,21.9903753,-329.9613152,34.76144283,-335.0487128
0.987,-9.09E-12,-1.29E-12,15.75663689,-214.9726102,22.24796535,-329.8542161,34.96887991,-334.9823109
0.988,-6.48E-12,-4.12E-13,15.85428386,-214.8533542,22.48965161,-329.7375411,35.15304234,-334.9084702
0.989,-6.82E-12,-2.27E-12,16.02914656,-214.7448678,22.80923162,-329.6277813,35.40903633,-334.8422605
0.99,9.09E-13,2.61E-12,16.18721936,-214.6452751,23.11262064,-329.5219827,35.6430947,-334.7803265
0.991,2.05E-12,-1.51E-12,16.22012465,-214.5258789,23.29136194,-329.3903694,35.74684739,-334.6930325
0.992,4.77E-12,4.83E-13,16.35742822,-214.4203913,23.57452021,-329.2673311,35.9502725,-334.6146302
0.993,2.27E-13,2.64E-12,16.71569474,-214.412735,24.07924942,-329.2360913,36.37143742,-334.6282057
0.994,4.32E-12,-1.48E-12,16.58410414,-214.2650513,24.09470472,-329.0600255,36.30041071,-334.4969968
0.995,-2.61E-12,-4.69E-13,16.68906471,-214.1761022,24.34726967,-328.9391302,36.46448934,-334.4208622
0.996,-1.71E-12,8.95E-13,16.82448798,-214.1368274,24.63083103,-328.8655793,36.65847348,-334.3918384
0.997,1.33E-11,-6.68E-13,16.90456006,-214.0463516,24.85955015,-328.7397318,36.7974379,-334.3101464
0.998,-5.46E-12,-3.10E-12,16.59659344,-213.8876317,24.70071475,-328.545779,36.54958375,-334.1598401
0.999,5.23E-12,-1.90E-12,17.03206767,-213.8925758,25.28577965,-328.5168632,37.04727923,-334.1739241
1,-8.98E-12,-3.68E-12,17.0947364,-213.8350353,25.49847371,-328.4280702,37.17516664,-334.1273465
1.001,7.39E-12,3.60E-12,17.20643455,-213.7487452,25.76060712,-328.3143692,37.35596958,-334.054939
1.002,3.41E-12,-4.83E-13,16.85566656,-213.5806075,25.55972185,-328.1246051,37.07814342,-333.9054085
1.003,-1.33E-11,1.71E-13,17.27953531,-213.5900495,26.13324213,-328.1164265,37.58002582,-333.9362662
1.004,3.64E-12,-3.98E-12,17.42388795,-213.5522495,26.42634871,-328.0639367,37.80771093,-333.9214777
1.005,5.00E-12,-3.23E-12,17.45337973,-213.4475654,26.60303043,-327.9464184,37.92610102,-333.840188
1.006,-3.41E-13,1.99E-12,17.4461942,-213.3669701,26.74080445,-327.8537691,38.01362665,-333.782157
1.007,2.84E-12,-1.39E-12,17.42671978,-213.2639364,26.86439701,-327.7357436,38.09492327,-333.6996448
1.008,-4.21E-12,3.23E-12,17.55379263,-213.2154588,27.13134568,-327.670788,38.32907403,-333.6684329
1.009,-3.41E-12,-1.93E-12,17.54477092,-213.1467882,27.25888102,-327.5830199,38.43391682,-333.6100471
1.01,-6.82E-13,1.49E-12,17.56059269,-213.073817,27.40781345,-327.4871984,38.5692904,-333.541929
1.011,0,-6.04E-12,17.62129096,-213.0196481,27.59757039,-327.407325,38.75393691,-333.4883312
1.012,-5.46E-12,-1.08E-12,17.32478337,-212.8748749,27.42623122,-327.2330271,38.58525048,-333.3391315
1.013,-1.14E-12,3.40E-12,17.67213437,-212.9171754,27.89460818,-327.2426385,39.06335808,-333.3729147
1.014,5.91E-12,1.31E-12,17.65672361,-212.8764677,27.99582872,-327.1667335,39.18070191,-333.3205059
1.015,1.16E-11,1.35E-12,17.73530988,-212.8399117,28.18639939,-327.0931278,39.39310326,-333.2699715
1.016,-7.96E-13,-2.26E-12,17.73642867,-212.8058473,28.2946035,-327.0208177,39.52816016,-333.2205586
1.017,-9.09E-12,-1.02E-12,17.71097695,-212.7577265,28.37108578,-326.9339109,39.6358321,-333.1566256
1.018,3.98E-12,-1.85E-13,17.70143273,-212.7050989,28.45807204,-326.8426133,39.75765961,-333.0886292
1.019,9.21E-12,-3.23E-12,17.82489986,-212.6944402,28.67241391,-326.7940564,40.00980909,-333.0639518
1.02,-3.41E-13,-2.27E-12,17.74854542,-212.644703,28.68102625,-326.707849,40.05851011,-333.002453
1.021,-2.00E-11,5.40E-13,17.75520257,-212.606527,28.76715819,-326.6358223,40.18632655,-332.9562145
1.022,3.41E-13,1.25E-12,17.8050752,-212.5706115,28.89153131,-326.5682444,40.35329473,-332.9157553
1.023,5.34E-12,3.98E-13,17.87555916,-212.5511379,29.03247342,-326.5197599,40.53705719,-332.895971
1.024,-4.89E-12,-3.13E-12,17.76401172,-212.4774384,28.98827375,-326.4201644,40.5352179,-332.8269076
1.025,-1.71E-12,-1.02E-12,17.79224922,-212.4383671,29.08168058,-326.358775,40.6698399,-332.7981333
1.026,-6.25E-12,-7.67E-13,17.81711321,-212.4026,29.17046742,-326.304731,40.79801142,-332.7790381
1.027,1.28E-11,-3.69E-13,17.86054103,-212.3533273,29.27827686,-326.2397025,40.94191649,-332.753526
1.028,-9.66E-12,9.81E-13,17.85769575,-212.2998339,29.3400136,-326.1752992,41.0369649,-332.7315962
1.029,-1.71E-12,2.86E-12,17.84356728,-212.2408574,29.39118499,-326.1106175,41.11889301,-332.7108687
1.03,-2.05E-12,-6.82E-13,17.82573792,-212.1770962,29.43870474,-326.047677,41.1948226,-332.6943424
1.031,-1.85E-11,6.37E-12,17.81604633,-212.107836,29.49557506,-325.9831605,41.27836703,-332.6777819
1.032,-3.41E-13,-1.15E-12,17.7981364,-212.0367634,29.54554309,-325.91896,41.35388464,-332.6621605
1.033,2.27E-13,-5.12E-13,17.77182005,-211.9773414,29.58852399,-325.8667442,41.42190176,-332.6582285
1.034,2.50E-12,-5.26E-13,17.75438737,-211.9185184,29.64191113,-325.8136668,41.50042295,-332.6522212
1.035,9.66E-12,-7.67E-13,17.71958994,-211.8548012,29.67955934,-325.7524405,41.5639142,-332.6359327
1.036,-8.98E-12,4.26E-14,17.67660577,-211.8016214,29.71074989,-325.6967021,41.62226796,-332.6220816
