DIPP-MOTION XYGraphData,,,,,,,,
Info,,,,,,,,
[ポイント_X_座標値] - [ポイント_Y_座標値],,,,,,,,
横軸単位,mm,,,,,,,
縦軸単位,mm,,,,,,,
系列名,[1]P 1,[2]P 2,[3]P 3,[4]P 4,,,,
色,255,65280,16711680,65535,,,,
時間,P 1(X),P 1(Y),P 2(X),P 2(Y),P 3(X),P 3(Y),P 4(X),P 4(Y)
4.936,3.47E-12,1.36E-12,*,*,*,*,*,*
4.937,2.73E-12,-2.34E-12,*,*,*,*,*,*
4.938,2.39E-12,1.39E-12,*,*,*,*,*,*
4.939,-9.66E-13,-2.34E-12,*,*,*,*,*,*
4.94,-9.15E-12,7.39E-13,*,*,*,*,*,*
4.941,4.04E-12,1.71E-13,*,*,*,*,*,*
4.942,-3.24E-12,-6.68E-13,*,*,*,*,*,*
4.943,-2.05E-12,1.71E-12,*,*,*,*,*,*
4.944,7.05E-12,3.07E-12,*,*,*,*,*,*
4.945,1.35E-11,3.61E-12,*,*,*,*,*,*
4.946,4.95E-12,-3.98E-13,*,*,*,*,*,*
4.947,-2.33E-12,-2.96E-12,*,*,*,*,*,*
4.948,9.21E-12,3.13E-13,*,*,*,*,*,*
4.949,-8.53E-12,-2.06E-12,*,*,*,*,*,*
4.95,2.44E-12,-1.79E-12,*,*,*,*,*,*
4.951,5.12E-12,-2.73E-12,*,*,*,*,*,*
4.952,-7.11E-12,-1.93E-12,*,*,*,*,*,*
4.953,6.03E-12,3.44E-12,*,*,*,*,*,*
4.954,5.68E-14,2.88E-12,*,*,*,*,*,*
4.955,2.16E-12,3.99E-12,*,*,*,*,*,*
4.956,-7.16E-12,-1.07E-12,*,*,*,*,*,*
4.957,3.64E-12,4.55E-13,*,*,*,*,*,*
4.958,-1.11E-11,-3.27E-13,*,*,*,*,*,*
4.959,-1.88E-12,-2.17E-12,*,*,*,*,*,*
4.96,1.71E-12,-2.61E-12,*,*,*,*,*,*
4.961,-1.71E-13,-1.45E-12,*,*,*,*,*,*
4.962,2.39E-12,3.01E-12,*,*,*,*,*,*
4.963,7.22E-12,-1.76E-12,*,*,*,*,*,*
4.964,-7.39E-12,-3.44E-12,*,*,*,*,*,*
4.965,1.31E-11,-3.13E-13,*,*,*,*,*,*
4.966,-1.08E-12,7.67E-13,*,*,*,*,*,*
4.967,3.01E-12,5.12E-13,*,*,*,*,*,*
4.968,-5.68E-12,1.68E-12,*,*,*,*,*,*
4.969,-7.39E-12,2.84E-13,*,*,*,*,*,*
4.97,6.25E-13,3.15E-12,*,*,*,*,*,*
4.971,-3.75E-12,-1.51E-12,*,*,*,*,*,*
4.972,-5.06E-12,1.68E-12,*,*,*,*,*,*
4.973,-3.07E-12,-1.71E-13,*,*,*,*,*,*
4.974,2.73E-12,6.25E-13,*,*,*,*,*,*
4.975,1.25E-12,-8.53E-14,*,*,*,*,*,*
4.976,-8.19E-12,-3.13E-13,*,*,*,*,*,*
4.977,-2.61E-12,9.09E-13,*,*,*,*,*,*
4.978,2.61E-12,-1.59E-12,*,*,*,*,*,*
4.979,3.52E-12,1.90E-12,*,*,*,*,*,*
4.98,3.92E-12,0,*,*,*,*,*,*
4.981,7.39E-13,7.96E-13,*,*,*,*,*,*
4.982,5.00E-12,5.97E-13,*,*,*,*,*,*
4.983,-3.92E-12,-1.34E-12,*,*,*,*,*,*
4.984,-3.98E-12,-4.83E-13,*,*,*,*,*,*
4.985,8.64E-12,3.24E-12,*,*,*,*,*,*
4.986,1.93E-12,2.84E-13,*,*,*,*,*,*
4.987,4.66E-12,-8.53E-14,*,*,*,*,*,*
4.988,1.36E-12,-7.11E-13,*,*,*,*,*,*
4.989,5.68E-13,-1.48E-12,*,*,*,*,*,*
4.99,1.09E-11,-6.25E-13,*,*,*,*,*,*
4.991,-5.29E-12,2.07E-12,*,*,*,*,*,*
4.992,-5.80E-12,9.95E-13,*,*,*,*,*,*
4.993,3.52E-12,-1.45E-12,*,*,*,*,*,*
4.994,2.84E-13,8.24E-13,*,*,*,*,*,*
4.995,-2.22E-12,2.27E-12,*,*,*,*,*,*
4.996,-1.93E-12,2.84E-13,*,*,*,*,*,*
4.997,7.67E-12,3.33E-12,*,*,*,*,*,*
4.998,2.56E-12,-1.82E-12,*,*,*,*,*,*
4.999,1.59E-12,-1.56E-12,*,*,*,*,*,*
5,5.68E-12,1.93E-12,*,*,*,*,*,*
5.001,1.19E-12,-1.53E-12,*,*,*,*,*,*
5.002,-5.46E-12,-3.10E-12,*,*,*,*,*,*
5.003,3.75E-12,2.67E-12,*,*,*,*,*,*
5.004,-9.61E-12,-8.24E-13,*,*,*,*,*,*
5.005,-6.82E-13,8.53E-14,*,*,*,*,*,*
5.006,6.82E-12,-7.67E-13,*,*,*,*,*,*
5.007,1.14E-13,-7.11E-13,*,*,*,*,*,*
5.008,6.82E-13,-1.02E-12,*,*,*,*,*,*
5.009,-1.53E-12,1.96E-12,*,*,*,*,*,*
5.01,4.09E-12,-9.66E-13,*,*,*,*,*,*
5.011,9.66E-13,2.84E-14,*,*,*,*,*,*
5.012,3.13E-12,8.81E-13,*,*,*,*,*,*
5.013,6.48E-12,-2.05E-12,*,*,*,*,*,*
5.014,4.21E-12,-3.41E-13,*,*,*,*,*,*
5.015,7.84E-12,-9.95E-13,*,*,*,*,*,*
5.016,2.39E-12,-2.56E-13,*,*,*,*,*,*
5.017,-2.10E-12,-4.26E-13,*,*,*,*,*,*
5.018,4.55E-13,-1.99E-13,*,*,*,*,*,*
5.019,6.93E-12,1.71E-12,*,*,*,*,*,*
5.02,5.63E-12,-5.68E-13,*,*,*,*,*,*
5.021,9.66E-13,5.68E-14,*,*,*,*,*,*
5.022,-5.23E-12,5.97E-13,*,*,*,*,*,*
5.023,-1.08E-12,-1.56E-12,*,*,*,*,*,*
5.024,3.58E-12,1.42E-13,*,*,*,*,*,*
5.025,-2.84E-13,-1.99E-13,*,*,*,*,*,*
5.026,3.35E-12,1.31E-12,*,*,*,*,*,*
5.027,1.93E-12,1.39E-12,*,*,*,*,*,*
5.028,-9.15E-12,-4.43E-12,*,*,*,*,*,*
5.029,3.69E-12,1.99E-13,*,*,*,*,*,*
5.03,-4.15E-12,-1.56E-12,*,*,*,*,*,*
5.031,-4.55E-13,1.99E-13,*,*,*,*,*,*
5.032,4.49E-12,-2.84E-13,*,*,*,*,*,*
5.033,-2.79E-12,-1.22E-12,*,*,*,*,*,*
5.034,-1.59E-12,-1.25E-12,*,*,*,*,*,*
5.035,1.93E-12,1.99E-12,*,*,*,*,*,*
5.036,1.99E-12,-8.53E-14,*,*,*,*,*,*
5.037,8.58E-12,-1.05E-12,*,*,*,*,*,*
5.038,-6.76E-12,8.53E-13,*,*,*,*,*,*
5.039,-3.98E-13,-1.85E-12,*,*,*,*,*,*
5.04,-5.00E-12,-2.05E-12,*,*,*,*,*,*
5.041,5.80E-12,-1.02E-12,*,*,*,*,*,*
5.042,1.07E-11,-2.67E-12,*,*,*,*,*,*
5.043,2.33E-12,0,*,*,*,*,*,*
5.044,-6.20E-12,2.84E-14,*,*,*,*,*,*
5.045,7.28E-12,1.62E-12,*,*,*,*,*,*
5.046,-4.72E-12,-1.85E-12,*,*,*,*,*,*
5.047,1.93E-12,-1.14E-13,*,*,*,*,*,*
5.048,1.71E-13,7.67E-13,*,*,*,*,*,*
5.049,5.85E-12,-2.39E-12,*,*,*,*,*,*
5.05,3.07E-12,-4.83E-13,*,*,*,*,*,*
5.051,-5.91E-12,1.42E-13,*,*,*,*,*,*
5.052,-4.15E-12,-5.68E-13,*,*,*,*,*,*
5.053,-1.14E-13,1.99E-13,*,*,*,*,*,*
5.054,-1.09E-11,7.11E-13,*,*,*,*,*,*
5.055,-1.93E-12,-1.99E-13,*,*,*,*,*,*
5.056,4.66E-12,-1.25E-12,*,*,*,*,*,*
5.057,-2.73E-12,2.22E-12,*,*,*,*,*,*
5.058,3.13E-12,5.68E-14,*,*,*,*,*,*
5.059,-1.42E-12,1.68E-12,*,*,*,*,*,*
5.06,-2.79E-12,-1.25E-12,*,*,*,*,*,*
5.061,-5.91E-12,-2.05E-12,*,*,*,*,*,*
5.062,-1.76E-12,2.67E-12,*,*,*,*,*,*
5.063,4.38E-12,2.42E-12,*,*,*,*,*,*
5.064,-8.24E-12,-2.27E-12,*,*,*,*,*,*
5.065,-5.34E-12,-2.27E-13,*,*,*,*,*,*
5.066,3.07E-12,-8.53E-14,*,*,*,*,*,*
5.067,3.98E-13,-2.76E-12,*,*,*,*,*,*
5.068,-8.19E-12,5.40E-13,*,*,*,*,*,*
5.069,-5.51E-12,-6.25E-13,*,*,*,*,*,*
5.07,-1.71E-12,-6.82E-13,*,*,*,*,*,*
5.071,-4.83E-12,-4.26E-13,*,*,*,*,*,*
5.072,7.39E-13,1.31E-12,*,*,*,*,*,*
5.073,-1.08E-12,-1.93E-12,*,*,*,*,*,*
5.074,2.73E-12,-2.02E-12,*,*,*,*,*,*
5.075,-4.04E-12,-2.27E-13,*,*,*,*,*,*
5.076,-1.08E-11,-2.27E-12,*,*,*,*,*,*
5.077,2.56E-12,4.55E-13,*,*,*,*,*,*
5.078,-4.15E-12,-1.45E-12,*,*,*,*,*,*
5.079,-3.75E-12,-9.38E-13,*,*,*,*,*,*
5.08,-6.37E-12,-2.27E-12,*,*,*,*,*,*
5.081,3.13E-12,-7.67E-13,*,*,*,*,*,*
5.082,2.33E-12,-2.19E-12,*,*,*,*,*,*
5.083,-2.22E-12,-1.28E-12,*,*,*,*,*,*
5.084,-4.66E-12,-3.41E-13,*,*,*,*,*,*
5.085,-1.59E-12,9.38E-13,*,*,*,*,*,*
5.086,-5.68E-13,2.42E-12,*,*,*,*,*,*
5.087,3.35E-12,-3.98E-13,*,*,*,*,*,*
5.088,1.59E-12,-1.02E-12,*,*,*,*,*,*
5.089,7.39E-13,-1.14E-13,*,*,*,*,*,*
5.09,9.15E-12,2.25E-12,*,*,*,*,*,*
5.091,-1.36E-12,-8.53E-14,*,*,*,*,*,*
5.092,-1.65E-12,-8.53E-13,*,*,*,*,*,*
5.093,4.15E-12,-3.41E-13,*,*,*,*,*,*
5.094,-1.76E-12,-7.67E-13,*,*,*,*,*,*
5.095,5.57E-12,1.65E-12,*,*,*,*,*,*
5.096,2.16E-12,5.40E-13,*,*,*,*,*,*
5.097,7.33E-12,-1.02E-12,*,*,*,*,*,*
5.098,-8.75E-12,0,*,*,*,*,*,*
5.099,-4.55E-13,-1.48E-12,*,*,*,*,*,*
5.1,3.24E-12,-1.34E-12,*,*,*,*,*,*
5.101,-5.91E-12,-2.25E-12,*,*,*,*,*,*
5.102,-1.76E-12,-2.19E-12,*,*,*,*,*,*
5.103,3.98E-12,1.22E-12,*,*,*,*,*,*
5.104,3.92E-12,1.34E-12,*,*,*,*,*,*
5.105,5.12E-13,-7.39E-13,*,*,*,*,*,*
5.106,2.61E-12,-1.71E-13,*,*,*,*,*,*
5.107,-1.71E-12,1.17E-12,*,*,*,*,*,*
5.108,1.71E-13,-1.28E-12,*,*,*,*,*,*
5.109,-4.21E-12,-5.40E-13,*,*,*,*,*,*
5.11,3.13E-12,5.40E-13,*,*,*,*,*,*
5.111,-2.96E-12,2.84E-14,*,*,*,*,*,*
5.112,-3.18E-12,-8.53E-13,*,*,*,*,*,*
5.113,-5.29E-12,-1.34E-12,*,*,*,*,*,*
5.114,1.42E-12,-2.10E-12,*,*,*,*,*,*
5.115,0,-2.13E-12,*,*,*,*,*,*
5.116,-1.65E-12,-1.08E-12,*,*,*,*,*,*
5.117,2.73E-12,-7.67E-13,*,*,*,*,*,*
5.118,1.14E-13,1.93E-12,*,*,*,*,*,*
5.119,-4.04E-12,2.42E-12,*,*,*,*,*,*
5.12,5.68E-14,-1.51E-12,*,*,*,*,*,*
5.121,6.31E-12,2.81E-12,*,*,*,*,*,*
5.122,-5.06E-12,-4.63E-12,*,*,*,*,*,*
5.123,-5.46E-12,-1.34E-12,*,*,*,*,*,*
5.124,-5.57E-12,-2.05E-12,*,*,*,*,*,*
5.125,-2.10E-12,7.67E-13,*,*,*,*,*,*
5.126,-3.13E-12,-7.67E-13,*,*,*,*,*,*
5.127,-2.96E-12,1.11E-12,*,*,*,*,*,*
5.128,4.60E-12,1.68E-12,*,*,*,*,*,*
5.129,4.77E-12,-3.13E-13,*,*,*,*,*,*
5.13,-5.68E-13,-1.68E-12,*,*,*,*,*,*
5.131,6.82E-13,-7.11E-13,*,*,*,*,*,*
5.132,4.32E-12,-2.76E-12,*,*,*,*,*,*
5.133,5.57E-12,2.84E-14,*,*,*,*,*,*
5.134,-6.54E-12,-2.05E-12,*,*,*,*,*,*
5.135,-8.64E-12,8.24E-13,*,*,*,*,*,*
5.136,6.25E-12,-6.82E-13,*,*,*,*,*,*
5.137,2.84E-13,5.97E-13,*,*,*,*,*,*
5.138,9.66E-13,-1.99E-12,*,*,*,*,*,*
5.139,4.66E-12,-7.96E-13,*,*,*,*,*,*
5.14,-1.53E-12,1.76E-12,*,*,*,*,*,*
5.141,7.96E-13,-1.36E-12,*,*,*,*,*,*
5.142,-5.91E-12,2.10E-12,*,*,*,*,*,*
5.143,-5.85E-12,-1.34E-12,*,*,*,*,*,*
5.144,-6.48E-12,-1.05E-12,*,*,*,*,*,*
5.145,-2.22E-12,-1.41E-12,*,*,*,*,*,*
5.146,-4.83E-12,3.60E-12,*,*,*,*,*,*
5.147,-1.48E-12,-6.11E-13,*,*,*,*,*,*
5.148,-3.41E-12,6.96E-13,*,*,*,*,*,*
5.149,-4.43E-12,2.27E-13,*,*,*,*,*,*
5.15,3.35E-12,9.24E-13,*,*,*,*,*,*
5.151,-1.31E-12,6.11E-13,*,*,*,*,*,*
5.152,1.14E-13,7.67E-13,*,*,*,*,*,*
5.153,-8.53E-13,-3.41E-13,*,*,*,*,*,*
5.154,1.71E-12,2.17E-12,*,*,*,*,*,*
5.155,-7.22E-12,-3.48E-12,*,*,*,*,*,*
5.156,-3.13E-12,3.35E-12,*,*,*,*,*,*
5.157,5.63E-12,-6.25E-13,*,*,*,*,*,*
5.158,-9.66E-13,2.23E-12,*,*,*,*,*,*
5.159,4.04E-12,1.12E-12,*,*,*,*,*,*
5.16,3.24E-12,2.66E-12,*,*,*,*,*,*
5.161,9.66E-12,1.39E-12,*,*,*,*,*,*
5.162,1.14E-13,2.13E-12,*,*,*,*,*,*
5.163,7.33E-12,-4.41E-13,*,*,*,*,*,*
5.164,3.13E-12,3.98E-13,*,*,*,*,*,*
5.165,-1.93E-12,3.50E-12,*,*,*,*,*,*
5.166,-9.09E-12,4.83E-13,*,*,*,*,*,*
5.167,0,-9.95E-14,*,*,*,*,*,*
5.168,-2.90E-12,-5.26E-13,*,*,*,*,*,*
5.169,-4.66E-12,2.44E-12,*,*,*,*,*,*
5.17,-1.82E-12,-3.27E-12,*,*,*,*,*,*
5.171,1.36E-12,1.09E-12,*,*,*,*,*,*
5.172,-4.04E-12,-1.26E-12,*,*,*,*,*,*
5.173,-7.56E-12,7.25E-13,*,*,*,*,*,*
5.174,8.70E-12,2.84E-12,*,*,*,*,*,*
5.175,2.05E-12,-2.12E-12,*,*,*,*,*,*
5.176,2.67E-12,3.13E-13,*,*,*,*,*,*
5.177,1.53E-12,2.02E-12,*,*,*,*,*,*
5.178,4.09E-12,1.09E-12,*,*,*,*,*,*
5.179,-4.55E-13,-8.53E-13,*,*,*,*,*,*
5.18,2.90E-12,6.68E-13,*,*,*,*,*,*
5.181,6.82E-13,-7.67E-13,*,*,*,*,*,*
5.182,-2.05E-12,-1.96E-12,*,*,*,*,*,*
5.183,-4.55E-13,-6.54E-13,*,*,*,*,*,*
5.184,-9.09E-13,-3.06E-12,*,*,*,*,*,*
5.185,2.27E-12,-2.00E-12,*,*,*,*,*,*
5.186,2.05E-12,-6.54E-13,*,*,*,*,*,*
5.187,-5.12E-12,-7.96E-13,*,*,*,*,*,*
5.188,-4.49E-12,-6.68E-13,*,*,*,*,*,*
5.189,8.24E-12,-2.36E-12,*,*,*,*,*,*
5.19,-7.39E-13,2.71E-12,*,*,*,*,*,*
5.191,-5.68E-13,1.34E-12,*,*,*,*,*,*
5.192,-4.26E-12,-1.28E-13,*,*,*,*,*,*
5.193,-4.26E-12,2.00E-12,*,*,*,*,*,*
5.194,-2.16E-12,-2.22E-12,*,*,*,*,*,*
5.195,-2.96E-12,4.69E-13,*,*,*,*,*,*
5.196,-1.20E-11,-4.83E-13,*,*,*,*,*,*
5.197,7.16E-12,1.85E-13,*,*,*,*,*,*
5.198,5.68E-13,1.98E-12,*,*,*,*,*,*
5.199,2.79E-12,1.99E-13,*,*,*,*,*,*
5.2,3.87E-12,-1.32E-12,*,*,*,*,*,*
5.201,-3.47E-12,1.98E-12,*,*,*,*,*,*
5.202,1.26E-11,9.24E-13,*,*,*,*,*,*
5.203,4.43E-12,2.15E-12,*,*,*,*,*,*
5.204,6.82E-13,1.28E-13,*,*,*,*,*,*
5.205,9.66E-13,1.35E-12,*,*,*,*,*,*
5.206,6.31E-12,6.82E-13,*,*,*,*,*,*
5.207,-1.09E-11,-4.69E-13,*,*,*,*,*,*
5.208,-7.96E-13,-1.42E-14,*,*,*,*,*,*
5.209,5.17E-12,7.82E-13,*,*,*,*,*,*
5.21,-3.41E-13,-4.41E-13,*,*,*,*,*,*
5.211,8.87E-12,1.14E-13,*,*,*,*,*,*
5.212,-1.48E-12,6.82E-13,*,*,*,*,*,*
5.213,-1.19E-12,-1.31E-12,*,*,*,*,*,*
5.214,4.43E-12,1.89E-12,*,*,*,*,*,*
5.215,-3.64E-12,4.01E-12,*,*,*,*,*,*
5.216,-1.53E-12,-8.38E-13,*,*,*,*,*,*
5.217,0,3.13E-13,*,*,*,*,*,*
5.218,1.36E-12,1.44E-12,*,*,*,*,*,*
5.219,1.93E-12,-2.13E-12,*,*,*,*,*,*
5.22,-1.76E-12,1.56E-13,*,*,*,*,*,*
5.221,4.49E-12,-2.77E-12,*,*,*,*,*,*
5.222,-6.93E-12,2.17E-12,*,*,*,*,*,*
5.223,1.76E-12,-8.53E-13,*,*,*,*,*,*
5.224,2.96E-12,-1.73E-12,*,*,*,*,*,*
5.225,-9.66E-13,9.24E-13,*,*,*,*,*,*
5.226,3.58E-12,1.02E-12,*,*,*,*,*,*
5.227,-2.27E-13,1.71E-13,*,*,*,*,*,*
5.228,7.90E-12,-3.84E-13,*,*,*,*,*,*
5.229,2.27E-13,-2.12E-12,*,*,*,*,*,*
5.23,6.82E-13,-1.58E-12,*,*,*,*,*,*
5.231,5.40E-12,9.95E-14,*,*,*,*,*,*
5.232,-9.32E-12,-2.34E-12,*,*,*,*,*,*
5.233,-9.49E-12,-2.98E-13,*,*,*,*,*,*
5.234,3.30E-12,4.26E-14,*,*,*,*,*,*
5.235,5.85E-12,1.79E-12,*,*,*,*,*,*
5.236,-3.30E-12,-1.18E-12,*,*,*,*,*,*
5.237,-8.70E-12,3.41E-13,*,*,*,*,*,*
5.238,2.67E-12,6.25E-13,*,*,*,*,*,*
5.239,-3.58E-12,-9.09E-13,*,*,*,*,*,*
5.24,9.38E-12,9.66E-13,*,*,*,*,*,*
5.241,-3.01E-12,-3.69E-13,*,*,*,*,*,*
5.242,5.34E-12,3.58E-12,*,*,*,*,*,*
5.243,-2.79E-12,4.06E-12,*,*,*,*,*,*
5.244,2.16E-12,-1.56E-13,*,*,*,*,*,*
5.245,-7.79E-12,1.01E-12,*,*,*,*,*,*
5.246,3.18E-12,1.78E-12,*,*,*,*,*,*
5.247,7.50E-12,1.89E-12,*,*,*,*,*,*
5.248,3.64E-12,6.68E-13,*,*,*,*,*,*
5.249,1.25E-12,1.34E-12,*,*,*,*,*,*
5.25,5.29E-12,-6.54E-13,*,*,*,*,*,*
5.251,-2.96E-12,3.27E-13,*,*,*,*,*,*
5.252,6.54E-12,1.25E-12,*,*,*,*,*,*
5.253,-6.08E-12,2.27E-13,*,*,*,*,*,*
5.254,4.72E-12,3.68E-12,*,*,*,*,*,*
5.255,3.47E-12,-3.84E-13,*,*,*,*,*,*
5.256,-5.12E-13,4.26E-13,*,*,*,*,*,*
5.257,-1.59E-12,1.89E-12,*,*,*,*,*,*
5.258,-1.02E-11,4.12E-13,*,*,*,*,*,*
5.259,-7.39E-13,1.73E-12,*,*,*,*,*,*
5.26,5.00E-12,2.84E-14,*,*,*,*,*,*
5.261,-1.49E-11,-2.46E-12,*,*,*,*,*,*
5.262,-8.70E-12,-1.26E-12,*,*,*,*,*,*
5.263,-2.33E-12,-1.42E-13,*,*,*,*,*,*
5.264,-4.95E-12,-9.95E-14,*,*,*,*,*,*
5.265,7.45E-12,4.12E-13,*,*,*,*,*,*
5.266,-5.06E-12,-3.48E-12,*,*,*,*,*,*
5.267,-4.49E-12,-3.07E-12,*,*,*,*,*,*
5.268,-1.88E-12,-1.55E-12,*,*,*,*,*,*
5.269,7.39E-12,-1.02E-12,*,*,*,*,*,*
5.27,-6.48E-12,-2.27E-12,*,*,*,*,*,*
5.271,2.33E-12,3.52E-12,*,*,*,*,*,*
5.272,7.96E-13,-1.42E-13,*,*,*,*,*,*
5.273,7.45E-12,1.56E-13,*,*,*,*,*,*
5.274,1.65E-12,1.28E-13,*,*,*,*,*,*
5.275,-5.29E-12,-3.41E-13,*,*,*,*,*,*
5.276,1.42E-12,-1.78E-12,*,*,*,*,*,*
5.277,9.15E-12,1.38E-12,*,*,*,*,*,*
5.278,1.14E-12,1.48E-12,*,*,*,*,*,*
5.279,9.38E-12,-1.38E-12,*,*,*,*,*,*
5.28,5.68E-14,-8.24E-13,*,*,*,*,*,*
5.281,3.35E-12,-1.34E-12,*,*,*,*,*,*
5.282,-8.36E-12,2.93E-12,*,*,*,*,*,*
5.283,7.39E-13,-8.24E-13,*,*,*,*,*,*
5.284,-2.79E-12,2.70E-12,*,*,*,*,*,*
5.285,-5.57E-12,-1.66E-12,*,*,*,*,*,*
5.286,7.39E-13,4.26E-14,*,*,*,*,*,*
5.287,9.66E-13,2.13E-12,*,*,*,*,*,*
5.288,-5.51E-12,-1.22E-12,*,*,*,*,*,*
5.289,9.55E-12,3.27E-13,*,*,*,*,*,*
5.29,-4.04E-12,7.11E-14,*,*,*,*,*,*
5.291,-1.71E-12,-2.34E-12,*,*,*,*,*,*
5.292,-3.41E-12,-1.09E-12,*,*,*,*,*,*
5.293,-8.75E-12,3.41E-13,*,*,*,*,*,*
5.294,-4.95E-12,1.21E-12,*,*,*,*,*,*
5.295,-3.98E-12,1.99E-13,*,*,*,*,*,*
5.296,-1.53E-12,-6.96E-13,*,*,*,*,*,*
5.297,7.45E-12,-1.75E-12,*,*,*,*,*,*
5.298,-1.76E-12,-1.12E-12,*,*,*,*,*,*
5.299,-2.84E-12,1.45E-12,*,*,*,*,*,*
5.3,-1.19E-12,-6.82E-13,*,*,*,*,*,*
5.301,-2.22E-12,1.18E-12,*,*,*,*,*,*
5.302,-7.28E-12,-1.59E-12,*,*,*,*,*,*
5.303,-2.05E-12,2.19E-12,*,*,*,*,*,*
5.304,-5.12E-12,7.96E-13,*,*,*,*,*,*
5.305,-4.21E-12,9.95E-13,*,*,*,*,*,*
5.306,5.34E-12,2.42E-13,*,*,*,*,*,*
5.307,1.39E-11,4.69E-13,*,*,*,*,*,*
5.308,1.42E-12,3.40E-12,*,*,*,*,*,*
5.309,-9.44E-12,1.61E-12,*,*,*,*,*,*
5.31,6.76E-12,1.85E-13,*,*,*,*,*,*
5.311,5.12E-13,-1.42E-12,*,*,*,*,*,*
5.312,-2.67E-12,-1.59E-12,*,*,*,*,*,*
5.313,-2.44E-12,8.10E-13,*,*,*,*,*,*
5.314,8.53E-13,9.24E-13,*,*,*,*,*,*
5.315,1.08E-12,-2.60E-12,*,*,*,*,*,*
5.316,-1.07E-11,3.33E-12,*,*,*,*,*,*
5.317,-3.87E-12,-7.39E-13,*,*,*,*,*,*
5.318,-8.92E-12,9.81E-13,*,*,*,*,*,*
5.319,1.36E-12,-1.86E-12,*,*,*,*,*,*
5.32,1.65E-12,-7.67E-13,*,*,*,*,*,*
5.321,1.36E-12,3.69E-13,*,*,*,*,*,*
5.322,5.68E-12,1.89E-12,*,*,*,*,*,*
5.323,8.92E-12,1.56E-13,*,*,*,*,*,*
5.324,7.73E-12,-5.12E-13,*,*,*,*,*,*
5.325,4.09E-12,2.17E-12,*,*,*,*,*,*
5.326,1.25E-12,-1.88E-12,*,*,*,*,*,*
5.327,-3.87E-12,-1.28E-13,*,*,*,*,*,*
5.328,-5.23E-12,2.67E-12,*,*,*,*,*,*
5.329,-2.27E-12,1.56E-13,*,*,*,*,*,*
5.33,1.71E-13,4.55E-13,*,*,*,*,*,*
5.331,-2.22E-12,-1.71E-13,*,*,*,*,*,*
5.332,4.26E-12,3.20E-12,*,*,*,*,*,*
5.333,-7.67E-12,-1.49E-12,*,*,*,*,*,*
5.334,-4.15E-12,7.11E-14,*,*,*,*,*,*
5.335,-1.99E-12,9.09E-13,*,*,*,*,*,*
5.336,-3.30E-12,3.20E-12,*,*,*,*,*,*
5.337,-2.84E-12,-2.12E-12,*,*,*,*,*,*
5.338,1.65E-12,-2.32E-12,*,*,*,*,*,*
5.339,1.88E-12,-3.23E-12,*,*,*,*,*,*
5.34,1.71E-12,6.11E-13,*,*,*,*,*,*
5.341,-4.77E-12,-1.55E-12,*,*,*,*,*,*
5.342,-6.31E-12,-5.54E-13,*,*,*,*,*,*
5.343,-3.47E-12,2.70E-13,*,*,*,*,*,*
5.344,1.14E-13,-1.65E-12,*,*,*,*,*,*
5.345,1.31E-12,-4.26E-13,*,*,*,*,*,*
5.346,-1.08E-11,-9.09E-13,*,*,*,*,*,*
5.347,7.39E-13,7.11E-13,*,*,*,*,*,*
5.348,8.47E-12,-3.10E-12,*,*,*,*,*,*
5.349,1.31E-12,-1.36E-12,*,*,*,*,*,*
5.35,1.76E-12,-2.98E-12,*,*,*,*,*,*
5.351,-1.31E-12,9.52E-13,*,*,*,*,*,*
5.352,2.67E-12,-3.84E-13,*,*,*,*,*,*
5.353,1.53E-12,3.64E-12,*,*,*,*,*,*
5.354,6.25E-13,0,*,*,*,*,*,*
5.355,2.90E-12,-8.24E-13,*,*,*,*,*,*
5.356,6.31E-12,-1.59E-12,*,*,*,*,*,*
5.357,-3.41E-12,-1.62E-12,*,*,*,*,*,*
5.358,2.27E-13,-4.12E-13,*,*,*,*,*,*
5.359,3.47E-12,-2.70E-13,*,*,*,*,*,*
5.36,-3.98E-13,-1.62E-12,*,*,*,*,*,*
5.361,-3.81E-12,1.14E-12,*,*,*,*,*,*
5.362,6.31E-12,4.83E-13,*,*,*,*,*,*
5.363,1.65E-12,-1.53E-12,*,*,*,*,*,*
5.364,-1.93E-12,-5.60E-12,*,*,*,*,*,*
5.365,1.42E-12,-1.86E-12,*,*,*,*,*,*
5.366,2.67E-12,1.32E-12,*,*,*,*,*,*
5.367,-1.25E-12,-3.23E-12,*,*,*,*,*,*
5.368,3.24E-12,-2.80E-12,*,*,*,*,*,*
5.369,1.59E-12,1.69E-12,*,*,*,*,*,*
5.37,-5.12E-13,-2.26E-12,*,*,*,*,*,*
5.371,4.15E-12,1.61E-12,*,*,*,*,*,*
5.372,1.59E-12,1.79E-12,*,*,*,*,*,*
5.373,-3.98E-13,5.97E-13,*,*,*,*,*,*
5.374,-1.10E-11,9.24E-13,*,*,*,*,*,*
5.375,2.33E-12,8.24E-13,*,*,*,*,*,*
5.376,1.31E-12,-2.56E-12,*,*,*,*,*,*
5.377,-9.61E-12,1.71E-12,*,*,*,*,*,*
5.378,7.90E-12,-1.79E-12,*,*,*,*,*,*
5.379,2.90E-12,1.99E-13,*,*,*,*,*,*
5.38,4.38E-12,-5.97E-13,*,*,*,*,*,*
5.381,-2.16E-12,1.31E-12,*,*,*,*,*,*
